customerid,tstamp,page,cart
373845,2017-03-25 22:13:04.000000,SEARCH,
373845,2017-03-25 21:57:32.000000,SEARCH,
373845,2017-03-25 21:42:00.000000,SEARCH,
373845,2017-03-25 22:02:39.000000,SEARCH,
373845,2017-03-25 21:43:12.000000,VIEW PRODUCT,
373845,2017-03-25 21:46:01.000000,VIEW PRODUCT,
373845,2017-03-25 22:05:38.000000,VIEW PRODUCT,
373845,2017-03-25 21:53:43.000000,VIEW PRODUCT,
373845,2017-03-25 21:50:28.000000,SEARCH,
373845,2017-03-25 21:49:54.000000,VIEW PRODUCT,
373845,2017-03-25 22:19:07.000000,SEARCH,
373845,2017-03-25 22:10:30.000000,VIEW PRODUCT,
373845,2017-03-25 22:17:51.000000,SEARCH,
373845,2017-03-25 22:14:08.000000,SEARCH,
373845,2017-03-25 22:11:04.000000,SEARCH,
373845,2017-03-25 22:07:05.000000,VIEW PRODUCT,
373845,2017-03-25 22:15:44.000000,VIEW PRODUCT,
373845,2017-03-25 22:13:31.000000,VIEW PRODUCT,
373845,2017-03-25 22:06:10.000000,VIEW PRODUCT,
373845,2017-03-25 22:00:10.000000,VIEW PRODUCT,
373845,2017-03-25 21:41:16.000000,VIEW PRODUCT,XBOX
373845,2017-02-26 18:15:34.000000,ADD TO CART,XBOX
373845,2017-03-25 21:52:54.000000,VIEW PRODUCT,
376863,2017-01-29 03:37:25.000000,ENTER PAYMENT INFORMATION,XBOX
376863,2017-01-29 03:33:06.000000,SEARCH,XBOX
376863,2017-01-29 03:38:36.000000,SERVER ERROR,XBOX
376863,2017-01-29 03:43:30.000000,VIEW PRODUCT,
376863,2017-01-29 03:26:12.000000,VIEW PRODUCT,
376863,2017-01-29 03:40:53.000000,VIEW PRODUCT,
376863,2017-01-29 03:55:04.000000,VIEW PRODUCT,
376863,2017-01-29 03:48:53.000000,SEARCH,
376863,2017-01-29 03:54:38.000000,SEARCH,
376863,2017-01-29 03:28:32.000000,ADD TO CART,XBOX
376863,2017-01-29 03:30:33.000000,VIEW PRODUCT,XBOX
376863,2017-01-29 03:34:36.000000,ENTER SHIPPING INFORMATION,XBOX
376863,2017-01-29 03:57:01.000000,SEARCH,
376863,2017-01-29 03:46:25.000000,VIEW PRODUCT,
376863,2017-01-29 03:52:51.000000,VIEW PRODUCT,
376863,2017-01-29 03:33:52.000000,REVIEW CART,XBOX
376863,2017-01-29 03:50:54.000000,SEARCH,
376863,2017-01-29 03:53:21.000000,SEARCH,
655947,2017-01-20 13:22:44.000000,VIEW PRODUCT,
655947,2017-01-20 13:21:10.000000,VIEW PRODUCT,
655947,2017-01-20 13:20:46.000000,VIEW PRODUCT,
655947,2017-01-20 13:44:53.000000,SEARCH,
655947,2017-01-20 13:30:34.000000,VIEW PRODUCT,
655947,2017-01-20 13:36:09.000000,SEARCH,
655947,2017-01-20 13:47:27.000000,SEARCH,
655947,2017-01-20 13:28:35.000000,VIEW PRODUCT,
655947,2017-01-20 13:15:19.000000,VIEW PRODUCT,
655947,2017-01-20 13:26:52.000000,VIEW PRODUCT,
655947,2017-01-20 13:32:56.000000,SEARCH,
655947,2017-01-20 13:17:59.000000,VIEW PRODUCT,XBOX
655947,2017-01-20 13:16:04.000000,ADD TO CART,XBOX
655947,2017-01-20 13:39:44.000000,SEARCH,
655947,2017-01-20 13:37:18.000000,VIEW PRODUCT,
655947,2017-01-20 13:22:09.000000,SEARCH,
655947,2017-01-20 13:24:49.000000,VIEW PRODUCT,
655947,2017-01-20 13:33:50.000000,VIEW PRODUCT,
655947,2017-01-20 13:42:43.000000,VIEW PRODUCT,
608393,2017-04-15 11:06:08.000000,VIEW PRODUCT,
608393,2017-04-15 11:19:47.000000,SEARCH,
608393,2017-04-15 11:10:24.000000,VIEW PRODUCT,
608393,2017-04-15 10:59:54.000000,SEARCH,
608393,2017-04-15 11:17:39.000000,SEARCH,
608393,2017-04-15 11:15:18.000000,VIEW PRODUCT,
608393,2017-04-15 11:08:26.000000,VIEW PRODUCT,
608393,2017-04-15 10:58:16.000000,VIEW PRODUCT,
608393,2017-04-15 10:50:58.000000,VIEW PRODUCT,
608393,2017-04-15 11:03:57.000000,VIEW PRODUCT,
608393,2017-04-15 10:53:24.000000,ADD TO CART,XBOX
608393,2017-04-15 11:01:01.000000,SEARCH,
608393,2017-04-15 10:55:57.000000,SEARCH,
608393,2017-04-15 11:12:47.000000,SEARCH,
352515,2017-03-02 15:37:09.000000,SEARCH,
352515,2017-03-02 15:44:19.000000,SEARCH,
352515,2017-03-02 15:57:26.000000,VIEW PRODUCT,
352515,2017-03-02 15:06:27.000000,VIEW PRODUCT,
352515,2017-03-02 15:54:40.000000,VIEW PRODUCT,
352515,2017-03-02 15:50:47.000000,VIEW PRODUCT,
352515,2017-03-02 15:59:53.000000,SEARCH,
352515,2017-03-02 15:20:53.000000,VIEW PRODUCT,
352515,2017-03-02 15:36:12.000000,SEARCH,
352515,2017-03-02 15:35:32.000000,VIEW PRODUCT,
352515,2017-03-02 15:15:27.000000,VIEW PRODUCT,
352515,2017-03-02 15:22:06.000000,VIEW PRODUCT,
352515,2017-03-02 15:48:29.000000,VIEW PRODUCT,
352515,2017-03-02 15:16:47.000000,VIEW PRODUCT,
352515,2017-03-02 15:15:59.000000,SEARCH,
352515,2017-03-02 15:11:58.000000,SEARCH,
352515,2017-03-02 15:47:07.000000,VIEW PRODUCT,
352515,2017-03-02 15:09:46.000000,SEARCH,
352515,2017-02-26 16:05:12.000000,VIEW PRODUCT,
352515,2017-03-02 15:28:43.000000,VIEW PRODUCT,
352515,2017-03-02 15:13:13.000000,VIEW PRODUCT,
352515,2017-02-26 16:11:39.000000,VIEW PRODUCT,XBOX
352515,2017-03-02 15:32:07.000000,VIEW PRODUCT,
352515,2017-02-26 16:09:55.000000,SEARCH,XBOX
352515,2017-02-26 16:07:20.000000,ADD TO CART,XBOX
352515,2017-03-02 15:38:50.000000,VIEW PRODUCT,
352515,2017-03-02 15:50:22.000000,VIEW PRODUCT,
352515,2017-03-02 15:25:16.000000,VIEW PRODUCT,
352515,2017-03-02 15:19:12.000000,SEARCH,
352515,2017-03-02 15:04:31.000000,VIEW PRODUCT,XBOX
352515,2017-03-02 15:51:11.000000,VIEW PRODUCT,
352515,2017-03-02 15:08:02.000000,SEARCH,
352515,2017-03-02 15:46:05.000000,VIEW PRODUCT,
352515,2017-03-02 15:26:16.000000,VIEW PRODUCT,
352515,2017-03-02 15:41:26.000000,SEARCH,
352515,2017-03-02 15:49:04.000000,VIEW PRODUCT,
352515,2017-03-02 15:11:05.000000,SEARCH,
352515,2017-03-02 15:09:07.000000,SEARCH,
352515,2017-03-02 15:53:37.000000,SEARCH,
352515,2017-03-02 15:22:57.000000,SEARCH,
352515,2017-03-02 15:29:55.000000,VIEW PRODUCT,
352515,2017-03-02 15:32:58.000000,VIEW PRODUCT,
569424,2017-01-11 12:22:43.000000,ADD TO CART,XBOX
569424,2017-01-11 12:25:54.000000,VIEW PRODUCT,
569424,2017-01-11 12:32:25.000000,VIEW PRODUCT,
569424,2017-01-11 12:30:59.000000,VIEW PRODUCT,
569424,2017-01-11 12:34:46.000000,SEARCH,
569424,2017-01-11 12:25:14.000000,REVIEW CART,XBOX
569424,2017-01-11 12:28:01.000000,VIEW PRODUCT,
569424,2017-01-11 12:19:43.000000,VIEW PRODUCT,
674524,2017-01-26 13:31:11.000000,VIEW PRODUCT,
674524,2017-01-26 13:19:38.000000,VIEW PRODUCT,
674524,2017-01-26 13:24:57.000000,SEARCH,
674524,2017-01-26 13:21:29.000000,ADD TO CART,XBOX
674524,2017-01-26 13:22:16.000000,VIEW PRODUCT,
674524,2017-01-26 13:33:45.000000,SEARCH,
674524,2017-01-26 13:26:58.000000,SEARCH,
674524,2017-01-26 13:29:46.000000,SEARCH,
494504,2017-01-22 22:19:30.000000,VIEW PRODUCT,
494504,2017-01-22 22:08:23.000000,VIEW PRODUCT,
494504,2017-01-22 22:14:33.000000,VIEW PRODUCT,
494504,2017-01-22 22:21:25.000000,VIEW PRODUCT,
494504,2017-01-22 22:14:05.000000,SEARCH,
494504,2017-01-22 22:04:27.000000,VIEW PRODUCT,
494504,2017-01-22 22:23:35.000000,SEARCH,
494504,2017-01-22 22:06:36.000000,VIEW PRODUCT,
494504,2017-01-22 22:05:03.000000,ADD TO CART,XBOX
494504,2017-01-22 22:12:27.000000,SEARCH,
494504,2017-01-22 22:17:25.000000,VIEW PRODUCT,
494504,2017-01-22 22:17:56.000000,VIEW PRODUCT,
494504,2017-01-22 22:11:17.000000,SEARCH,
542527,2017-03-18 07:21:09.000000,VIEW PRODUCT,
542527,2017-03-18 07:02:16.000000,SEARCH,
542527,2017-03-18 07:16:56.000000,SEARCH,
542527,2017-03-18 07:11:09.000000,VIEW PRODUCT,
542527,2017-03-18 07:24:56.000000,SEARCH,
542527,2017-03-18 06:58:55.000000,VIEW PRODUCT,
542527,2017-03-18 07:02:48.000000,VIEW PRODUCT,
542527,2017-03-18 07:00:32.000000,ADD TO CART,XBOX
542527,2017-03-18 07:25:21.000000,VIEW PRODUCT,
542527,2017-03-18 07:22:17.000000,SEARCH,
542527,2017-03-18 07:07:29.000000,VIEW PRODUCT,
542527,2017-03-18 07:06:17.000000,VIEW PRODUCT,
542527,2017-03-18 07:17:28.000000,SEARCH,
542527,2017-03-18 07:14:03.000000,SEARCH,
542527,2017-03-18 07:24:07.000000,VIEW PRODUCT,
542527,2017-03-18 07:20:22.000000,SEARCH,
542527,2017-03-18 07:10:20.000000,SEARCH,
542527,2017-03-18 07:25:59.000000,SEARCH,
542527,2017-03-18 07:12:36.000000,SEARCH,
542527,2017-03-18 07:12:04.000000,VIEW PRODUCT,
542527,2017-03-18 07:05:21.000000,SEARCH,
686127,2017-01-08 21:41:54.000000,ADD TO CART,XBOX
686127,2017-01-08 21:42:52.000000,SEARCH,
686127,2017-01-08 21:47:11.000000,SEARCH,
686127,2017-01-08 21:40:20.000000,VIEW PRODUCT,
686127,2017-01-08 21:45:22.000000,SEARCH,
686127,2017-01-08 21:42:13.000000,REVIEW CART,XBOX
399396,2017-01-11 19:20:52.000000,SEARCH,
399396,2017-01-11 19:07:34.000000,VIEW PRODUCT,
399396,2017-01-11 19:18:18.000000,VIEW PRODUCT,
399396,2017-01-11 19:05:08.000000,SEARCH,
399396,2017-01-19 13:51:08.000000,ADD TO CART,XBOX
399396,2017-01-11 19:09:14.000000,VIEW PRODUCT,
399396,2017-01-19 13:49:07.000000,VIEW PRODUCT,
399396,2017-01-11 19:11:50.000000,SEARCH,
399396,2017-01-11 19:17:52.000000,SEARCH,
399396,2017-01-11 19:00:34.000000,ADD TO CART,XBOX
399396,2017-01-11 18:57:34.000000,VIEW PRODUCT,
399396,2017-01-11 19:13:16.000000,VIEW PRODUCT,
399396,2017-01-11 19:01:35.000000,REVIEW CART,XBOX
399396,2017-01-11 19:17:05.000000,SEARCH,
399396,2017-01-11 19:18:36.000000,SEARCH,
399396,2017-01-11 19:22:50.000000,SEARCH,
399396,2017-01-11 19:14:42.000000,SEARCH,
399396,2017-01-11 19:19:37.000000,SEARCH,
399396,2017-01-11 19:04:48.000000,VIEW PRODUCT,
399396,2017-01-11 19:02:50.000000,VIEW PRODUCT,
664328,2017-04-04 16:45:06.000000,VIEW PRODUCT,
664328,2017-04-04 16:53:06.000000,VIEW PRODUCT,
664328,2017-04-04 16:43:28.000000,VIEW PRODUCT,
664328,2017-04-04 16:34:35.000000,VIEW PRODUCT,
664328,2017-04-04 16:39:33.000000,VIEW PRODUCT,
664328,2017-04-04 17:00:20.000000,SEARCH,
664328,2017-04-04 16:50:21.000000,VIEW PRODUCT,
664328,2017-04-04 16:53:32.000000,VIEW PRODUCT,
664328,2017-04-04 16:36:36.000000,ADD TO CART,XBOX
664328,2017-04-04 16:40:41.000000,VIEW PRODUCT,
664328,2017-04-04 16:41:39.000000,VIEW PRODUCT,
664328,2017-04-04 16:58:56.000000,VIEW PRODUCT,
664328,2017-04-04 16:56:48.000000,VIEW PRODUCT,
664328,2017-04-04 16:57:15.000000,SEARCH,
664328,2017-04-04 16:47:47.000000,SEARCH,
664328,2017-04-04 16:50:42.000000,SEARCH,
664328,2017-04-04 16:53:56.000000,SEARCH,
372030,2017-02-11 08:39:25.000000,ADD TO CART,XBOX
372030,2017-02-11 08:45:19.000000,SEARCH,
372030,2017-02-11 08:43:11.000000,ENTER PAYMENT INFORMATION,XBOX
372030,2017-02-11 08:48:44.000000,VIEW PRODUCT,
372030,2017-02-11 08:42:54.000000,ENTER SHIPPING INFORMATION,XBOX
372030,2017-02-11 08:53:29.000000,SEARCH,
372030,2017-02-11 08:49:21.000000,VIEW PRODUCT,
372030,2017-02-11 08:47:54.000000,SEARCH,
372030,2017-02-11 08:41:46.000000,REVIEW CART,XBOX
372030,2017-02-11 08:50:52.000000,SEARCH,
372030,2017-02-11 08:36:49.000000,VIEW PRODUCT,
375048,2017-01-31 01:51:06.000000,VIEW PRODUCT,
375048,2017-02-28 06:26:22.000000,HOME PAGE,XBOX
375048,2017-02-28 06:28:39.000000,SEARCH,
375048,2017-02-28 06:35:25.000000,SEARCH,
375048,2017-02-28 06:38:19.000000,VIEW PRODUCT,
375048,2017-02-28 06:45:11.000000,SEARCH,
375048,2017-02-28 06:50:51.000000,SEARCH,
375048,2017-02-28 06:47:00.000000,VIEW PRODUCT,
375048,2017-02-28 06:49:13.000000,VIEW PRODUCT,
375048,2017-02-28 06:42:37.000000,VIEW PRODUCT,
375048,2017-02-28 06:30:48.000000,SEARCH,
375048,2017-02-28 06:43:11.000000,VIEW PRODUCT,
375048,2017-01-31 01:54:06.000000,REVIEW CART,XBOX
375048,2017-01-31 01:51:31.000000,ADD TO CART,XBOX
375048,2017-02-28 06:40:18.000000,SEARCH,
375048,2017-02-28 06:34:52.000000,VIEW PRODUCT,
375048,2017-02-28 06:32:18.000000,VIEW PRODUCT,
485246,2017-03-26 01:20:02.000000,VIEW PRODUCT,
485246,2017-03-26 01:21:51.000000,ADD TO CART,XBOX
443564,2017-01-31 22:23:49.000000,VIEW PRODUCT,
443564,2017-01-31 22:19:08.000000,SEARCH,
443564,2017-01-31 22:47:47.000000,SEARCH,
443564,2017-01-31 22:37:54.000000,SEARCH,
443564,2017-01-31 22:16:12.000000,SEARCH,
443564,2017-01-31 22:13:49.000000,SEARCH,
443564,2017-01-31 22:42:02.000000,VIEW PRODUCT,
443564,2017-01-31 22:38:17.000000,VIEW PRODUCT,
443564,2017-01-31 22:24:11.000000,VIEW PRODUCT,
443564,2017-01-31 22:26:19.000000,SEARCH,
443564,2017-01-31 22:31:30.000000,VIEW PRODUCT,
443564,2017-01-31 22:22:17.000000,VIEW PRODUCT,
443564,2017-01-31 22:34:55.000000,SEARCH,
443564,2017-01-31 22:21:07.000000,SEARCH,
443564,2017-01-31 22:42:34.000000,VIEW PRODUCT,
443564,2017-01-31 22:25:11.000000,VIEW PRODUCT,
443564,2017-01-31 22:45:20.000000,SEARCH,
443564,2017-01-31 22:32:07.000000,VIEW PRODUCT,
443564,2017-01-31 22:42:59.000000,SEARCH,
443564,2017-01-31 22:28:53.000000,SEARCH,
443564,2017-01-31 22:14:52.000000,SEARCH,
443564,2017-01-31 22:12:12.000000,VIEW PRODUCT,
443564,2017-01-31 22:39:48.000000,SEARCH,
389566,2017-04-20 02:18:15.000000,VIEW PRODUCT,
389566,2017-04-20 02:15:53.000000,VIEW PRODUCT,
389566,2017-04-20 02:32:05.000000,SEARCH,
389566,2017-04-20 02:29:06.000000,SEARCH,
389566,2017-04-20 02:20:40.000000,SEARCH,
389566,2017-04-20 02:33:23.000000,SEARCH,
389566,2017-04-20 02:27:02.000000,SEARCH,
389566,2017-04-20 02:25:57.000000,SEARCH,
389566,2017-04-20 02:23:10.000000,VIEW PRODUCT,
389566,2017-04-20 02:13:43.000000,VIEW PRODUCT,
577008,2017-01-23 00:44:33.000000,VIEW PRODUCT,
577008,2017-01-23 00:39:14.000000,VIEW PRODUCT,
577008,2017-01-23 00:33:57.000000,SEARCH,
577008,2017-01-23 00:44:06.000000,SEARCH,
577008,2017-01-23 00:45:53.000000,SEARCH,
577008,2017-01-23 00:31:23.000000,VIEW PRODUCT,
577008,2017-01-23 00:38:12.000000,VIEW PRODUCT,
577008,2017-01-23 00:41:17.000000,SEARCH,
577008,2017-01-23 00:32:49.000000,SEARCH,
577008,2017-01-23 00:38:27.000000,SEARCH,
577008,2017-01-23 00:36:45.000000,SEARCH,
653457,2017-02-06 03:01:21.000000,VIEW PRODUCT,
381387,2017-03-22 15:46:49.000000,SEARCH,
381387,2017-03-22 15:44:22.000000,VIEW PRODUCT,
381387,2017-03-22 15:31:00.000000,HOME PAGE,
381387,2017-03-22 15:38:47.000000,SEARCH,
381387,2017-03-22 15:35:56.000000,VIEW PRODUCT,
381387,2017-03-22 15:33:33.000000,SEARCH,
381387,2017-03-22 15:51:43.000000,SEARCH,
381387,2017-03-22 15:42:21.000000,SEARCH,
381387,2017-03-22 15:47:31.000000,SEARCH,
381387,2017-03-22 15:49:10.000000,VIEW PRODUCT,
381387,2017-03-22 15:50:42.000000,VIEW PRODUCT,
381387,2017-03-22 15:33:13.000000,VIEW PRODUCT,
381387,2017-03-22 15:40:55.000000,SEARCH,
381387,2017-03-22 15:37:58.000000,VIEW PRODUCT,
381387,2017-03-22 15:32:01.000000,VIEW PRODUCT,
381387,2017-03-22 15:39:56.000000,VIEW PRODUCT,
568829,2017-01-11 21:47:06.000000,VIEW PRODUCT,
568829,2017-01-11 21:46:41.000000,VIEW PRODUCT,
568829,2017-01-11 22:06:30.000000,VIEW PRODUCT,
568829,2017-01-11 22:09:03.000000,SEARCH,
568829,2017-01-11 21:39:24.000000,VIEW PRODUCT,
568829,2017-01-11 21:42:56.000000,VIEW PRODUCT,
568829,2017-01-11 21:45:12.000000,SEARCH,
568829,2017-01-11 21:56:47.000000,VIEW PRODUCT,
568829,2017-01-11 22:02:04.000000,VIEW PRODUCT,
568829,2017-01-11 21:36:55.000000,HOME PAGE,
568829,2017-01-11 22:02:53.000000,VIEW PRODUCT,
568829,2017-01-11 22:05:00.000000,VIEW PRODUCT,
568829,2017-01-11 21:54:42.000000,SEARCH,
568829,2017-01-11 21:42:22.000000,VIEW PRODUCT,
568829,2017-01-11 21:47:24.000000,VIEW PRODUCT,
568829,2017-01-11 22:00:03.000000,SEARCH,
568829,2017-01-11 21:51:44.000000,VIEW PRODUCT,
568829,2017-01-11 21:49:07.000000,VIEW PRODUCT,
568829,2017-01-11 21:58:31.000000,SEARCH,
568829,2017-01-11 21:57:11.000000,VIEW PRODUCT,
371822,2017-04-20 02:30:02.000000,SEARCH,
371822,2017-04-20 02:13:48.000000,VIEW PRODUCT,
371822,2017-04-20 02:24:18.000000,VIEW PRODUCT,
371822,2017-04-20 02:38:51.000000,VIEW PRODUCT,
371822,2017-04-20 02:33:10.000000,SEARCH,
371822,2017-04-20 02:51:59.000000,SEARCH,
371822,2017-04-20 02:13:04.000000,SEARCH,
371822,2017-04-20 02:34:30.000000,SEARCH,
371822,2017-04-20 02:10:07.000000,VIEW PRODUCT,
371822,2017-04-20 03:02:19.000000,SEARCH,
371822,2017-04-20 02:57:32.000000,VIEW PRODUCT,
371822,2017-04-20 02:56:04.000000,VIEW PRODUCT,
371822,2017-04-20 02:53:46.000000,SEARCH,
371822,2017-04-20 02:38:24.000000,VIEW PRODUCT,
371822,2017-04-20 02:10:27.000000,VIEW PRODUCT,
371822,2017-04-20 02:26:39.000000,VIEW PRODUCT,
371822,2017-04-20 02:12:04.000000,SEARCH,
371822,2017-04-20 02:12:38.000000,VIEW PRODUCT,
371822,2017-04-20 02:26:58.000000,VIEW PRODUCT,
371822,2017-04-20 02:59:35.000000,VIEW PRODUCT,
371822,2017-04-20 02:40:26.000000,VIEW PRODUCT,
371822,2017-04-20 02:18:07.000000,SEARCH,
371822,2017-04-20 02:35:11.000000,SEARCH,
371822,2017-04-20 02:32:20.000000,VIEW PRODUCT,
371822,2017-04-20 02:41:03.000000,VIEW PRODUCT,
371822,2017-04-20 02:27:42.000000,SEARCH,
371822,2017-04-20 02:45:31.000000,VIEW PRODUCT,
371822,2017-04-20 02:43:27.000000,VIEW PRODUCT,
371822,2017-04-20 02:35:44.000000,VIEW PRODUCT,
371822,2017-04-20 02:19:11.000000,VIEW PRODUCT,
371822,2017-04-20 02:11:47.000000,SEARCH,
371822,2017-04-20 02:47:24.000000,VIEW PRODUCT,
371822,2017-04-20 02:16:23.000000,SEARCH,
371822,2017-04-20 02:47:42.000000,VIEW PRODUCT,
371822,2017-04-20 02:21:49.000000,VIEW PRODUCT,
371822,2017-04-20 02:54:13.000000,SEARCH,
371822,2017-04-20 02:38:02.000000,SEARCH,
371822,2017-04-20 02:17:11.000000,VIEW PRODUCT,
371822,2017-04-20 02:26:02.000000,VIEW PRODUCT,
371822,2017-04-20 02:49:30.000000,SEARCH,
560650,2017-01-11 03:22:26.000000,VIEW PRODUCT,
560650,2017-01-11 03:31:22.000000,SEARCH,
560650,2017-01-11 03:27:52.000000,SEARCH,
560650,2017-01-11 03:15:48.000000,HOME PAGE,
560650,2017-01-11 03:18:25.000000,VIEW PRODUCT,
560650,2017-01-11 03:27:01.000000,SEARCH,
560650,2017-01-11 03:28:53.000000,SEARCH,
560650,2017-01-11 03:35:11.000000,VIEW PRODUCT,
560650,2017-01-11 03:37:26.000000,VIEW PRODUCT,
560650,2017-01-11 03:41:37.000000,SEARCH,
560650,2017-01-11 03:44:15.000000,VIEW PRODUCT,
560650,2017-01-11 03:47:08.000000,SEARCH,
560650,2017-01-11 03:50:39.000000,VIEW PRODUCT,
560650,2017-01-11 03:54:44.000000,SEARCH,
560650,2017-01-11 03:16:24.000000,VIEW PRODUCT,
560650,2017-01-11 03:32:58.000000,VIEW PRODUCT,
560650,2017-01-11 03:22:08.000000,VIEW PRODUCT,
560650,2017-01-11 03:20:33.000000,SEARCH,
560650,2017-01-11 03:53:29.000000,VIEW PRODUCT,
560650,2017-01-11 03:49:47.000000,VIEW PRODUCT,
560650,2017-01-11 03:39:33.000000,SEARCH,
560650,2017-01-11 03:26:33.000000,SEARCH,
560650,2017-01-11 03:25:01.000000,VIEW PRODUCT,
423269,2017-02-23 15:15:34.000000,SEARCH,
423269,2017-02-23 15:05:24.000000,SEARCH,
423269,2017-02-23 15:08:33.000000,VIEW PRODUCT,
423269,2017-02-23 15:13:22.000000,SEARCH,
423269,2017-02-23 15:20:41.000000,SEARCH,
423269,2017-02-23 15:11:17.000000,SEARCH,
423269,2017-02-23 15:02:57.000000,VIEW PRODUCT,
423269,2017-02-23 15:16:18.000000,SEARCH,
423269,2017-02-23 15:18:08.000000,SEARCH,
423269,2017-02-23 15:04:56.000000,SEARCH,
423269,2017-02-23 15:01:22.000000,HOME PAGE,
423269,2017-02-23 15:06:08.000000,VIEW PRODUCT,
395718,2017-01-29 22:09:50.000000,SEARCH,
395718,2017-01-29 21:55:02.000000,VIEW PRODUCT,
395718,2017-01-29 21:51:20.000000,HOME PAGE,
395718,2017-01-29 21:54:00.000000,VIEW PRODUCT,
395718,2017-01-29 21:59:16.000000,SEARCH,
395718,2017-01-29 22:42:22.000000,SEARCH,
395718,2017-01-29 21:57:59.000000,VIEW PRODUCT,
395718,2017-01-29 22:07:17.000000,SEARCH,
395718,2017-01-29 22:09:17.000000,VIEW PRODUCT,
395718,2017-01-29 22:03:02.000000,SEARCH,
395718,2017-01-29 22:09:33.000000,SEARCH,
395718,2017-01-29 22:11:58.000000,SEARCH,
395718,2017-01-29 22:14:34.000000,SEARCH,
395718,2017-01-29 22:15:51.000000,VIEW PRODUCT,
395718,2017-01-29 22:03:28.000000,SEARCH,
395718,2017-01-29 22:16:14.000000,VIEW PRODUCT,
395718,2017-01-29 22:18:13.000000,VIEW PRODUCT,
395718,2017-01-29 22:19:26.000000,VIEW PRODUCT,
395718,2017-01-29 22:21:13.000000,VIEW PRODUCT,
395718,2017-01-29 22:23:17.000000,VIEW PRODUCT,
395718,2017-01-29 22:24:29.000000,VIEW PRODUCT,
395718,2017-01-29 22:43:14.000000,SEARCH,
395718,2017-01-29 22:26:12.000000,SEARCH,
395718,2017-01-29 22:27:38.000000,SEARCH,
395718,2017-01-29 22:29:41.000000,SEARCH,
395718,2017-01-29 22:32:13.000000,VIEW PRODUCT,
395718,2017-01-29 22:33:58.000000,VIEW PRODUCT,
395718,2017-01-29 22:34:15.000000,VIEW PRODUCT,
395718,2017-01-29 22:37:09.000000,VIEW PRODUCT,
395718,2017-01-29 21:59:38.000000,SEARCH,
395718,2017-01-29 22:39:40.000000,SEARCH,
395718,2017-01-29 21:57:42.000000,VIEW PRODUCT,
395718,2017-01-29 22:02:20.000000,VIEW PRODUCT,
395718,2017-01-29 22:06:24.000000,VIEW PRODUCT,
395718,2017-01-29 22:38:09.000000,VIEW PRODUCT,
541520,2017-03-20 05:27:24.000000,HOME PAGE,
447165,2017-04-17 22:12:33.000000,SEARCH,
447165,2017-04-17 22:09:41.000000,HOME PAGE,
447165,2017-04-17 22:16:53.000000,SEARCH,
447165,2017-04-17 22:20:09.000000,VIEW PRODUCT,
447165,2017-04-17 22:22:01.000000,SEARCH,
447165,2017-04-17 22:22:48.000000,SEARCH,
447165,2017-04-17 22:23:19.000000,SEARCH,
447165,2017-04-17 22:25:12.000000,VIEW PRODUCT,
447165,2017-04-17 22:26:07.000000,VIEW PRODUCT,
447165,2017-04-17 22:13:28.000000,VIEW PRODUCT,
447165,2017-04-17 22:27:06.000000,SEARCH,
447165,2017-04-17 22:29:38.000000,SEARCH,
447165,2017-04-17 22:30:49.000000,SEARCH,
447165,2017-04-17 22:31:05.000000,VIEW PRODUCT,
447165,2017-04-17 22:32:32.000000,VIEW PRODUCT,
447165,2017-04-17 22:33:35.000000,VIEW PRODUCT,
447165,2017-04-17 22:36:29.000000,SEARCH,
447165,2017-04-17 22:14:16.000000,VIEW PRODUCT,
447165,2017-04-17 22:18:52.000000,VIEW PRODUCT,
377974,2017-02-13 13:13:40.000000,VIEW PRODUCT,
377974,2017-02-13 13:11:51.000000,SEARCH,
377974,2017-02-13 13:29:24.000000,VIEW PRODUCT,
377974,2017-02-13 13:34:16.000000,SEARCH,
377974,2017-02-13 13:28:39.000000,SEARCH,
377974,2017-02-13 13:27:23.000000,VIEW PRODUCT,
377974,2017-02-13 13:00:19.000000,HOME PAGE,
377974,2017-02-13 13:02:58.000000,VIEW PRODUCT,
377974,2017-02-13 13:05:11.000000,SEARCH,
377974,2017-02-13 13:06:45.000000,SEARCH,
377974,2017-02-13 13:07:59.000000,VIEW PRODUCT,
377974,2017-02-13 13:09:30.000000,VIEW PRODUCT,
377974,2017-02-13 13:15:27.000000,SEARCH,
377974,2017-02-13 13:15:49.000000,VIEW PRODUCT,
377974,2017-02-13 13:32:12.000000,SEARCH,
377974,2017-02-13 13:18:23.000000,SEARCH,
377974,2017-02-13 13:20:25.000000,VIEW PRODUCT,
377974,2017-02-13 13:21:03.000000,VIEW PRODUCT,
377974,2017-02-13 13:22:47.000000,SEARCH,
377974,2017-02-13 13:26:54.000000,SEARCH,
377974,2017-02-13 13:24:22.000000,SEARCH,
429421,2017-03-12 19:24:01.000000,VIEW PRODUCT,
429421,2017-03-12 19:23:00.000000,SEARCH,
429421,2017-03-12 19:20:00.000000,SEARCH,
429421,2017-03-12 19:13:24.000000,HOME PAGE,
429421,2017-03-12 19:26:07.000000,SEARCH,
429421,2017-03-12 19:28:19.000000,SEARCH,
429421,2017-03-12 19:29:39.000000,VIEW PRODUCT,
429421,2017-03-12 19:32:00.000000,SEARCH,
429421,2017-03-12 19:32:50.000000,VIEW PRODUCT,
429421,2017-03-12 19:33:20.000000,VIEW PRODUCT,
